Country Name,Country Code,GDP per capita,CPI, GDP deflator,BOP,Current Account (% GDP),Unemployment,Gini,Gross savings (% of GDP),Gross Savings,Net FDI,Consumption (% of GDP),Consumption,Value Added,LFPR,Trade (% of GDP)
Mexico,MEX,8208.555984,2.821707752,4.609582602,-22828408500,-2.180524737,3.880000114,48.2,23.32734968,2.44219E+11,-28151129263,78.54185893,9.71561E+11,3.88131E+11,61.27899933,78.11258507
"Micronesia, Fed. Sts.",FSM,3143.749107,,4.735830764,,,,40.1,,,,,,,,99.02402457
Moldova,MDA,1900.226088,6.384098347,5.398558226,-285580000,-4.231118418,4.179999828,27,17.21545799,1161960032,-74680000,105.6778689,7220257525,1046022001,42.79600143,115.3850873
Monaco,MCO,,,,,,,,,,,,,,,
Mongolia,MNG,3694.082552,0.554046135,2.123294672,-699671011.2,-6.256302863,7.239999771,32,29.29973174,3276723232,4170877673,65.83039044,7916658272,4205955290,59.28300095,95.63942183
Montenegro,MNE,7028.934799,-0.271385023,5.101005617,-787804523.1,-18.01055353,17.71999931,31.9,8.008055455,350282532.8,-411492410.7,96.36703757,4671230063,951748062.6,48.6780014,103.3843414
Morocco,MAR,2892.775561,1.635311143,1.601841423,-4531144683,-4.373424912,9.399999619,,28.91415134,29956888654,-1682564851,77.18082232,88833123255,27483746555,49.0870018,80.42089558
Mozambique,MOZ,382.0693304,9.966216216,12.16699191,-3912303016,-35.51841345,25.15399933,,3.312728079,364892313.5,-3093429233,99.73767036,14472547383,2720923713,78.84799957,111.9100435
Myanmar,MMR,1195.515372,6.964739177,3.555517528,-2011014692,-3.18072219,0.782999992,38.1,,,-3278096410,,,23013754112,65.31099701,45.48171922
Namibia,NAM,4414.978947,6.711963782,7.906137661,-1595248750,-14.57130193,23.35000038,,9.085071544,994622793.3,-365565202,98.03128977,15781030668,3664460297,61.25899887,108.1771886
Nauru,NRU,7821.298918,,5.695259857,,,,,,,,,,,,150.5533975
Nepal,NPL,729.1222515,8.79034332,5.07174288,-167829918.9,-0.794198618,3.062000036,32.8,40.56714579,8572642452,-105996375.6,96.17752615,18278155001,2550570110,84.28700256,48.87582562
Netherlands,NLD,45637.88675,0.316666667,0.584057801,65572555304,8.436725643,6.010000229,28.6,28.77182211,2.23623E+11,99403676248,68.93619928,6.0014E+11,1.67874E+11,63.7140007,153.888828
New Caledonia,NCL,,,,,,14.62100029,,,,,,,,62.8429985,
New Zealand,NZL,39412.48525,1.082882132,2.417202387,-4766366079,-2.576822547,5.110000134,,19.64186116,36331683327,-2835432700,76.45176349,1.3626E+11,,69.30899811,52.51491259
Nicaragua,NIC,2151.382047,3.519937252,4.084793575,-1133400000,-8.566346494,4.446000099,46.6,25.1522784,3327858890,-859700000,86.73996936,10841546976,2984112492,66.49099731,95.93197581
Niger,NER,364.1654618,0.170799497,-0.43547339,,,0.331999987,34,,,,82.46231124,6742661235,1647038606,78.92099762,48.70639159
Nigeria,NGA,2175.673442,15.69685447,9.54367007,2713369614,0.670542784,7.059999943,,,,-3133742257,,,99257119472,55.15100098,
Northern Mariana Islands,MNP,22572.37882,,3.509096254,,,,,,,,,,,,145.4911433
Norway,NOR,70867.94061,3.55,-1.114069969,14301168812,3.853980903,4.679999828,26.8,33.17962625,1.23121E+11,28784732681,69.81808336,3.1374E+11,1.53212E+11,64.37200165,67.40983089
Oman,OMN,14982.35792,1.101052116,,-12319042696,-18.58261703,15.82299995,,,,-1324300390,,,,69.83799744,77.42783388
Pakistan,PAK,1443.625016,3.752595854,0.545966053,-6895000000,-2.472093744,3.844000101,30.7,22.97470338,64079519714,-2272000000,91.31023554,2.10081E+11,43937142386,54.37200165,25.13914378
Palau,PLW,14428.14026,,2.257207002,,,,,,,,87.50997185,230852172.7,34853136.91,,124.7706756
Panama,PAN,13680.23601,0.746026597,0.933311636,-3160000000,-5.725913564,5.489999771,51,32.17437781,17756299100,-5041000000,58.73174639,27531490255,11757474065,66.91000366,94.33986196
Papua New Guinea,PNG,2500.091116,6.673728814,6.073164494,5180993389,25.6317147,2.64199996,,,,39769816.36,,,,69.98400116,
Paraguay,PRY,4077.742073,4.086822806,5.279240562,414532812.9,1.511565541,5.25,48,17.66571367,4844657927,-320305000,79.79539794,19849707914,7116291615,70.30899811,81.27057385
Peru,PER,6049.232578,3.595722243,3.642463084,-5303450865,-2.759234278,3.529999971,44.3,19.69603517,37857225672,-6559663856,78.24090415,1.46667E+11,64685102679,76.27500153,44.80476138
Philippines,PHL,2951.071929,1.766784452,1.658711234,-1198874442,-0.393195534,2.710000038,40.1,43.79288796,1.33527E+11,-5882813657,84.686861,2.3286E+11,96423838751,62.24399948,64.89894979
Poland,POL,12414.09873,-0.609676201,0.416249587,-1369000000,-0.290433468,6.159999847,32.1,19.36205319,91265827547,-5588000000,76.3556305,4.37462E+11,1.70527E+11,56.86000061,100.4723892
Portugal,PRT,19871.71897,0.607397075,1.517649335,1200978378,0.585316382,11.06999969,35.6,15.15931032,31104552109,-3590681595,83.397764,1.96817E+11,44275131318,58.54700089,79.13715668
Puerto Rico,PRI,30790.10479,,4.558287985,,,11.77999973,,,,,64.63581014,,,41.7120018,109.6555894
Qatar,QAT,59324.33877,2.875505832,-9.417458816,-8324450549,-5.460377528,0.148000002,,,,7128021978,48.89994143,,1.48611E+11,87.14099884,89.11402442
Romania,ROU,9522.771041,-1.538403049,2.161152225,-3903909504,-2.08106354,5.900000095,27.5,22.71610353,42613601526,-4996271644,75.91539615,1.63178E+11,63304156587,53.57600021,83.71064998
Russian Federation,RUS,8748.368853,7.049766291,3.610349378,25542630000,1.990599034,5.537000179,37.7,25.36934606,3.2553E+11,-10224580000,71.44402833,1.08117E+12,4.89585E+11,63.83000183,46.2673312
Rwanda,RWA,702.8356016,5.7254587,4.89283404,-1210985334,-14.45771566,1.231999993,50.4,11.74431661,983709702.8,-246873288.4,91.99153823,8613057033,1546505564,86.21499634,48.20187368
Samoa,WSM,4030.013144,1.30385728,-1.575411404,-31936380.06,-4.061311579,8.487000465,,,,12839731.3,,,179672427,31.61499977,79.18747608
San Marino,SMR,47908.56141,0.57394802,0.652949431,,,,,,,,,,,,
Sao Tome and Principe,STP,1714.680184,5.431253321,4.477360822,-61493955.3,-17.93968363,13.35299969,30.8,,,-22324985.99,,,44557158.17,58.17399979,
Saudi Arabia,SAU,20028.64821,3.523510972,-2.513844684,-23842752835,-3.688325686,5.860000134,,27.41665965,1.77232E+11,1483622000,68.48143121,3.69352E+11,4.02997E+11,55.88499832,60.8562876
Senegal,SEN,952.7683234,0.834768889,1.113505432,,,4.847000122,40.3,,,,90.03046081,14904330586,3635464266,56.99399948,72.90564643
Serbia,SRB,5426.198279,1.122313974,2.534554856,-1513480443,-3.951661058,15.26000023,29.1,15.12943466,5794551490,-2057256170,88.37328388,37757124405,10210671964,53.87200165,107.4984923
Seychelles,SYC,15075.71944,-1.015546276,-4.981935607,-286441356.7,-20.06842027,,46.8,,,-154668529.9,,,,,
Sierra Leone,SLE,505.2045112,10.88328586,5.861245168,-162359145.4,-4.345117026,4.59800005,34,-7.924120621,-296091784.1,-137965732.5,109.0087219,3801937434,325180162.6,58.04999924,75.57862005
Singapore,SGP,52962.49157,-0.502512563,-1.434629108,56501107784,19.02550002,1.799999952,,44.36908866,1.31765E+11,-37708470285,48.77955327,1.33062E+11,70878181151,68.66500092,318.4195652
Sint Maarten (Dutch part),SXM,,,,-25731843.58,,,,,,-38452513.97,,,,,
Slovak Republic,SVK,16529.54097,-0.520010196,-0.448412082,-1291443165,-1.438635775,9.670000076,26.1,22.97686268,20626007497,567792860.6,73.92748618,73137946098,36630205827,60.0530014,185.7471094
Slovenia,SVN,21650.21276,-0.056665722,0.895670078,2336722924,5.226562663,8,25.7,24.29694442,10862823363,-986684018.3,72.14352227,36952537364,13278364386,56.6780014,146.1522195
Solomon Islands,SLB,2005.483643,,4.485257985,-48803486.05,-4.059767999,2.04399991,37,,,-35978190.58,,,,71.5059967,
Somalia,SOM,434.2088097,,,,,6.024000168,,,,,,,,46.08399963,77.89930835
South Africa,ZAF,5274.546008,6.3262638,7.011293482,-9478627773,-3.208133087,26.54999924,63.4,16.12295836,47636278396,1095024039,80.47655602,3.39823E+11,1.06831E+11,54.70399857,60.37540562
South Sudan,SSD,,380.7769037,,-2500090000,,11.54199982,,,,1880000,,,,72.32099915,
Spain,ESP,26616.4881,-0.202671741,0.283304212,23768696708,1.921083069,19.62999916,36,22.41028802,2.77272E+11,18355844199,76.49496389,1.08561E+12,3.12891E+11,58.10100174,62.87600959
Sri Lanka,LKA,3835.394817,3.987896656,3.56591855,-1942099554,-2.38816373,4.369999886,39.2,28.9447849,23538442175,-661275682.5,76.17969019,59297666376,21370757400,53.75799942,50.52113033
St. Kitts and Nevis,KNA,16596.82639,-0.690142376,1.355800033,-102383942,-11.25278037,,,,,-88693478.57,,,197932478.3,,113.5148846
St. Lucia,LCA,9364.821525,-3.09324257,0.157838102,-31235797.92,-1.873684659,21.26000023,,7.807156483,130151443.1,-116423828.3,85.48143153,,190026449.3,68.18800354,81.04283108
St. Martin (French part),MAF,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,7006.596196,-0.149641648,-0.131616449,-121769030.9,-15.85071477,18.21100044,,,,-90147529.7,,,112594469.9,69.54499817,91.02280753
Sudan,SDN,2415.038162,17.75032648,-2.745336188,-4127417873,-4.31808824,12.81499958,,8.489863569,8114983458,-1063767535,83.08584872,60989667491,23177156299,46.58200073,22.35592903
Suriname,SUR,5871.442003,52.33561798,30.53789359,-101567024.5,-3.098042941,8.175000191,,62.86439116,2060962122,-221790210.7,36.85235016,,1460127531,53.39300156,101.9539667
Swaziland,SWZ,2770.199475,7.84641182,5.258830205,639719284.5,17.19375356,26.34799957,,21.36515132,794922369,-32547312.56,90.72340122,4639432863,1861669819,54.0320015,102.1954094
Sweden,SWE,51844.76126,0.984269245,1.593251406,22621780746,4.397189663,6.989999771,27.2,29.83955836,1.53513E+11,-4157050354,70.41174609,3.91031E+11,1.2037E+11,63.99399948,83.70762182
Switzerland,CHE,79887.51824,-0.434632563,-0.566143534,63204913724,9.449770686,4.920000076,32.5,33.76445459,2.25834E+11,24100340203,65.66785415,4.22882E+11,1.62525E+11,68.56500244,120.4002141
Syrian Arab Republic,SYR,,,,,,14.98799992,,,,,,,,41.45999908,
Tajikistan,TJK,795.8438644,6.004580823,5.275840209,-362233841.5,-5.210755266,10.3039999,34,,,-233532377.2,,,,59.18999863,
Tanzania,TZA,877.507612,5.170320175,6.7357856,-2009048019,-4.243863543,2.167999983,37.8,20.73471728,9815829902,-1365387800,78.49332909,38528867819,11069556866,83.30400085,42.09601702
Thailand,THA,5910.620932,0.188334903,1.77794386,48237244207,11.85114197,0.936999977,37.8,33.39158247,1.35912E+11,10345831845,63.2717846,2.77586E+11,1.49715E+11,68.76699829,123.0722712
Timor-Leste,TLS,1405.387212,-1.220679751,5.033534178,-533075100,-29.89808601,3.365999937,,,,7188000,,,,39.02299881,
Togo,TGO,578.4616936,0.854424699,2.742930879,,,1.842000008,43,,,,97.11219811,5825330582,413474743.2,77.69499969,105.3512071
Tonga,TON,3748.641794,2.579997777,1.692737942,,,1.143000007,,,,,,,73648378.42,59.45500183,89.43270183
Trinidad and Tobago,TTO,16040.52424,3.060468943,-0.6318471,-2611832209,-11.92905812,4.373000145,,,,-176783936.9,,,9916243880,62.31200027,
Tunisia,TUN,3688.646375,3.711014607,5.492197601,-3694262969,-8.782784264,15.51000023,35.8,9.044332921,3804277003,-695100945.1,91.17391414,,,47.05799866,89.98581025
Turkey,TUR,10862.6004,7.775134153,8.098262201,-33137000000,-3.836581072,10.84000015,41.2,24.49268976,2.11546E+11,-10196000000,74.65884164,8.4253E+11,3.02734E+11,51.77199936,46.81564656
Turkmenistan,TKM,6389.334143,,-4.837870235,,,3.479000092,,,,,,,,65.48999786,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,
Tuvalu,TUV,3083.615251,,2.944030314,,,,39.1,,,,,,,,
Uganda,UGA,580.3835385,5.464428082,3.52515135,-754241989.9,-3.132373113,2.00999999,41,19.84487149,4778433098,-522487920.8,84.53837189,22574358041,5135905358,70.59200287,47.22161474
Ukraine,UKR,2185.728031,13.89503782,17.14239528,-3450000000,-3.698919554,9.350000381,25.5,17.44739539,16273269317,-3268000000,84.71253979,1.10208E+11,25551439085,54.44400024,104.8074381
United Arab Emirates,ARE,37622.20746,1.617876882,-5.443039009,,,1.639999986,,,,,72.49716045,2.49071E+11,1.97398E+11,80.37599945,205.260996
United Kingdom,GBR,40412.03362,0.641613199,1.974342691,-1.54873E+11,-5.842382467,4.809999943,34.1,11.33310197,3.00424E+11,-2.13392E+11,85.1347545,2.33435E+12,4.53773E+11,62.35100174,58.58231325
United States,USA,57638.15909,1.261583206,1.275800039,-4.51692E+11,-2.425260309,4.869999886,41,18.09348183,3.36982E+12,-1.67833E+11,83.10989169,1.41865E+13,,62.15999985,26.57992239
Uruguay,URY,15220.56603,9.639413476,7.048512397,825947679.5,1.575643037,7.840000153,41.7,17.76497192,9312348668,851681260.3,80.12604246,39263279172,10742379158,64.66300201,41.52750487
Uzbekistan,UZB,2110.667754,,7.621512004,,,7.513999939,,,,,77.00257952,46645546587,19531696307,65.52899933,39.48522389
Vanuatu,VUT,2860.566475,0.859401856,2.187415249,,,5.267000198,37.3,,,,,,,70.51699829,
"Venezuela, RB",VEN,,254.9485348,,-3870000000,,7.861999989,,,,-27000000,,,,63.64300156,
Vietnam,VNM,2170.648054,3.243832858,1.110649186,8235000000,4.011668726,2.099999905,34.8,28.9561913,59440161105,-11600000000,70.86034193,1.20538E+11,56778204998,78.20200348,184.6862783
Virgin Islands (U.S.),VIR,,,,,,7.237999916,,,,,,,,60.86899948,
West Bank and Gaza,PSE,2943.404534,-0.219106608,1.534892983,-1348038450,-10.06216606,27.03000069,34.4,11.12169051,1489983999,-155279899.3,117.4112308,14227736813,2076778947,45.56499863,74.90501676
"Yemen, Rep.",YEM,990.334774,,4.555215772,,,13.48999977,36.7,,,,120.2816825,,4815930535,37.9659996,28.37843806
Zambia,ZMB,1269.573537,17.86996005,14.32827248,-953961606.2,-4.528874257,7.77699995,57.1,33.54232499,7065351874,-486094167.9,65.2839804,,8350962040,74.84600067,73.57503412
Zimbabwe,ZWE,1029.076649,-1.55978908,1.309977318,-591319945.8,-3.55789022,5.179999828,43.2,-0.744981301,-123815597.3,-343013813.4,101.8182172,14770392145,3204402045,83.31099701,63.32645936
Arab World,ARB,6162.347272,2.76846605,0.608957039,,,10.27383543,,22.09953967,,,,1.71072E+12,1.35322E+12,48.60132649,85.74793171
Caribbean small states,CSS,9206.765562,0.231336293,1.355800033,,,10.86900738,,,,,,,16716773076,64.56520001,
Central Europe and the Baltics,CEB,12740.79996,-0.056665722,0.950554934,,,6.486807683,,22.21548735,,,,1.14126E+12,4.47178E+11,56.4241371,123.6634242
Early-demographic dividend,EAR,3280.670665,3.610480806,3.611788437,,,5.102672694,,25.89238108,,,,7.95664E+12,3.6617E+12,57.74157253,50.36477622
East Asia & Pacific,EAS,9783.66108,1.638072033,2.187415249,,,4.054627514,,35.34692127,,,,1.22651E+13,8.18861E+12,68.27231238,54.135519
East Asia & Pacific (excluding high income),EAP,6580.793641,2.063829787,2.944030314,,,4.104220289,,43.36794522,,,,,5.35662E+12,69.14630485,47.07089044
East Asia & Pacific (IDA & IBRD countries),TEA,6650.435769,2.063829787,2.944030314,,,4.095250517,,43.36794522,,,,,5.33822E+12,69.00497037,47.07012505
Euro area,EMU,35024.65114,0.183334861,0.790898505,3.97997E+11,,10.0103337,,23.32259953,,2.39316E+11,,1.01261E+13,3.0025E+12,56.66819901,84.12861835
Europe & Central Asia,ECS,22238.46309,0.378856363,1.088852144,,,8.070948024,,22.65422234,,,,1.72506E+13,5.34876E+12,58.64318735,79.99955639
Europe & Central Asia (excluding high income),ECA,7167.648662,1.202556404,3.899752543,,,7.559269197,,23.91295293,,,,2.67686E+12,1.09833E+12,59.46594968,58.59290603
Europe & Central Asia (IDA & IBRD countries),TEC,7605.106636,1.122313974,3.610349378,,,7.439417268,,23.26656754,,,,3.11528E+12,1.26894E+12,59.23342471,64.47688992
European Union,EUU,32249.86914,0.216667431,0.87205835,,,8.528608997,,21.82807175,,,,1.40574E+13,4.01812E+12,57.45151738,82.77490451
Fragile and conflict affected situations,FCS,1479.977962,4.138448631,4.520236879,,,7.699921266,,,,,,,3.1384E+11,61.16855127,60.14707729
Heavily indebted poor countries (HIPC),HPC,875.3151371,5.300786748,4.973579234,,,5.460123289,,16.13644294,,,,5.29191E+11,1.59722E+11,71.60444875,59.32386459
High income,HIC,40825.85355,0.528651721,0.741097526,,,6.186944338,,22.09480779,,,,3.88339E+13,1.20005E+13,60.44491818,59.86105303
IBRD only,IBD,5528.880381,2.941088348,2.297647776,,,5.404972459,,30.39429939,,,,1.57784E+13,9.67647E+12,61.81742924,49.38983985
IDA & IBRD total,IBT,4459.366962,3.041213172,3.642463084,,,5.417117768,,30.04252827,,,,1.73171E+13,1.01385E+13,62.37670867,49.35984625
IDA blend,IDB,1772.215255,0.709906668,2.147659927,,,6.075756046,,,,,,,2.06712E+11,58.50076921,
IDA only,IDX,1022.095987,4.773886419,4.520236879,,,5.193559717,,,,,,8.40146E+11,2.5717E+11,67.45644599,54.53705271
IDA total,IDA,1272.480951,3.270947327,4.481309403,,,5.460670174,,,,,,,4.61278E+11,64.46825473,48.78199441
Late-demographic dividend,LTE,8151.795254,1.111683045,2.017990212,,,5.396925079,,33.16916803,,,,,7.1766E+12,67.67346877,56.75233968
Latin America & Caribbean,LCN,8342.190705,2.53701613,3.656492206,,,7.780301132,,17.47276455,,,,4.60934E+12,1.64129E+12,64.13945352,44.15601153
Latin America & Caribbean (excluding high income),LAC,7954.028884,2.724612233,3.772870779,,,7.798466462,,17.34745501,,,,4.28046E+12,1.47421E+12,64.33239171,42.56201979
Latin America & the Caribbean (IDA & IBRD countries),TLA,8196.103249,2.773159993,3.670521328,,,7.853834811,,17.47294286,,,,4.44367E+12,1.56731E+12,64.4681291,43.15401873
Least developed countries: UN classification,LDC,963.9896642,5.513525727,4.973579234,,,5.247931976,,19.62441388,,,,7.19047E+11,2.75368E+11,68.29713552,50.69901002
Low & middle income,LMY,4365.598993,3.13289513,3.670521328,,,5.406882943,,30.45202943,,,,1.67363E+13,9.89534E+12,62.46906797,47.96823497
Low income,LIC,616.1955425,5.631971937,5.513514752,,,5.310931695,,17.06051886,,,,3.57376E+11,1.05735E+11,75.0145823,57.27222172
Lower middle income,LMC,2077.517046,3.575522263,3.670521328,,,4.627290998,,27.5013186,,,,4.68735E+12,1.9451E+12,57.4301563,50.59297235
Middle East & North Africa,MEA,7200.945735,2.738412087,0.866599069,,,10.44076545,,,,,,2.14387E+12,1.60378E+12,48.2868712,77.71653824
Middle East & North Africa (excluding high income),MNA,3890.358305,2.738412087,1.304679483,,,11.94451296,,,,,,1.08884E+12,6.4303E+11,45.1910071,51.98539597
Middle East & North Africa (IDA & IBRD countries),TMN,3901.330813,3.224713347,1.601841423,,,11.78047244,,,,,,1.07317E+12,6.4096E+11,45.18697403,51.80904685
Middle income,MIC,4807.493906,2.73151216,3.50581745,,,5.41761865,,30.59686278,,,,1.63919E+13,9.79448E+12,61.32161118,47.84704232
North America,NAC,56102.05894,1.345171377,0.943984238,,,5.102486099,,18.20643927,,,,1.56105E+13,,62.49705111,30.0078831
Not classified,INX,,,,,,,,,,,,,,,
OECD members,OED,36881.11894,0.400742226,0.848446622,,,6.315036884,,21.80984847,,,,3.88595E+13,1.13947E+13,59.87953082,55.14586763
Other small states,OSS,12080.07883,1.694338806,2.098909367,,,10.69739605,,,,,,,2.21239E+11,64.00436989,108.0149778
Pacific island small states,PSS,3775.690017,,4.485257985,,,4.647543999,,,,,,,1136127786,61.03974196,85.38468731
Post-demographic dividend,PST,41021.95351,0.530205043,0.950554934,,,6.349793626,,21.81706335,,,,3.66571E+13,1.04267E+13,59.98488667,56.74631851
Pre-demographic dividend,PRE,1377.539131,5.464428082,5.078454539,,,6.550227151,,,,,,,4.50813E+11,65.26064792,59.61006768
Small states,SST,11054.07169,1.361886989,2.179720215,,,10.44174714,,,,,,,2.38951E+11,63.96401276,105.3967592
South Asia,SAS,1637.506259,4.18267466,3.924549039,,,3.702249822,,29.65921009,,,,2.09918E+12,8.33937E+11,54.69897068,38.91131223
South Asia (IDA & IBRD),TSA,1637.506259,4.18267466,3.924549039,,,3.702249822,,29.65921009,,,,2.09918E+12,8.33937E+11,54.69897068,38.91131223
Sub-Saharan Africa,SSF,1467.328823,5.538485174,4.973579234,,,7.274706723,,14.74665415,,,,,4.52296E+11,68.22820839,59.78822236
Sub-Saharan Africa (excluding high income),SSA,1466.081062,5.631971937,5.116204719,,,7.274706723,,14.74665415,,,,,4.52151E+11,68.22820839,59.78822236
Sub-Saharan Africa (IDA & IBRD countries),TSS,1467.328823,5.538485174,4.973579234,,,7.274706723,,14.74665415,,,,,4.52296E+11,68.22820839,59.78822236
Upper middle income,UMC,7993.705399,1.862215118,2.297647776,,,6.125025776,,31.45373797,,,,,7.84982E+12,65.28093109,47.08256386
World,WLD,10192.29771,1.664824975,2.084774077,,,5.543634161,,24.45379947,,,,5.52536E+13,2.19255E+13,62.1044751,56.44249301
